              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  126.28  768 94.73  13 11 76  2.29 2.49 2.59
   90.69 1103 97.71  14 12 75  2.27 2.48 2.58
  348.55  227 77.40  11 11 79  2.27 2.48 2.58
   16.00   15  0.24  11 10 79  2.27 2.48 2.58
    0.00    0  0.00  11 10 79  2.33 2.49 2.59
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  126.13  769 94.76  13 11 76  2.33 2.49 2.59
   90.78 1103 97.75  14 12 74  2.22 2.46 2.58
    0.00    0  0.00  11 10 79  2.22 2.46 2.58
    0.00    0  0.00  11 10 79  2.22 2.46 2.58
    0.00    0  0.00  11 11 79  2.12 2.44 2.57
  140.99  685 94.26  12 11 77  2.12 2.44 2.57
   84.70 1186 98.13  14 11 74  2.03 2.42 2.56
   16.00    0  0.01  11 11 78  2.03 2.42 2.56
    0.00    0  0.00  11 10 79  2.03 2.42 2.56
    0.00    0  0.00  11 10 79  2.27 2.46 2.57
   10.69  370  3.86  12 11 77  2.27 2.46 2.57
  126.83 1524 188.75  15 12 74  2.25 2.45 2.57
  250.87  317 77.77  11 11 78  2.25 2.45 2.57
   16.00   15  0.24  11 10 79  2.25 2.45 2.57
    0.00    0  0.00  11 10 79  2.15 2.43 2.56
   12.36  123  1.49  12 11 77  2.15 2.43 2.56
  111.84 1746 190.74  15 12 73  2.29 2.45 2.57
    0.00    0  0.00  11 10 79  2.29 2.45 2.57
    0.00    0  0.00  11 11 78  2.29 2.45 2.57
    0.00    0  0.00  11 10 79  2.11 2.41 2.55
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.11 2.41 2.55
  105.38 1871 192.53  16 12 72  2.02 2.39 2.54
   16.00    0  0.01  12 11 78  2.02 2.39 2.54
    0.00    0  0.00  11 11 79  2.02 2.39 2.54
    0.00    0  0.00  11 10 79  1.94 2.36 2.53
    0.00    0  0.00  10 10 79  1.94 2.36 2.53
  105.41 1871 192.55  16 12 72  2.10 2.39 2.54
  342.38  231 77.38  11 10 79  2.10 2.39 2.54
    8.90   53  0.46  11 11 79  2.10 2.39 2.54
    0.00    0  0.00  11 10 78  2.02 2.37 2.53
   16.00    0  0.01  11 11 78  2.02 2.37 2.53
  105.27 1873 192.52  16 12 72  2.09 2.38 2.54
    0.00    0  0.00  11 11 78  2.09 2.38 2.54
    0.00    0  0.00  11 10 79  2.09 2.38 2.54
    0.00    0  0.00  11 10 79  1.93 2.34 2.52
    4.00    1  0.01  11 10 79  1.93 2.34 2.52
  105.57 1868 192.54  15 12 73  1.93 2.33 2.52
   16.00    0  0.01  11 11 78  1.93 2.33 2.52
    0.00    0  0.00  11 10 79  1.93 2.33 2.52
    4.00    8  0.03  11 10 79  2.02 2.34 2.52
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 11 78  2.02 2.34 2.52
  105.46 1870 192.55  16 12 73  2.26 2.39 2.53
  329.47  240 77.36  11 11 78  2.26 2.39 2.53
   16.00   15  0.24  12 10 78  2.26 2.39 2.53
    0.00    0  0.00  11 10 79  2.40 2.41 2.54
   10.00    1  0.01  11 11 78  2.40 2.41 2.54
  105.11 1876 192.56  16 12 72  2.84 2.51 2.57
    4.00    1  0.01  11 10 79  2.84 2.51 2.57
    0.00    0  0.00  11 11 79  2.84 2.51 2.57
    0.00    0  0.00  11 10 79  2.86 2.51 2.58
    0.00    0  0.00  11 10 79  2.86 2.51 2.58
  105.24 1874 192.56  16 12 72  2.95 2.54 2.58
   16.00    0  0.01  11 11 79  2.95 2.54 2.58
    0.00    0  0.00  11 10 79  2.95 2.54 2.58
    0.00    0  0.00  11 10 79  2.87 2.53 2.58
    0.00    0  0.00  10 10 79  2.87 2.53 2.58
  105.24 1873 192.54  16 12 73  2.80 2.52 2.58
  344.49  230 77.36  11 11 79  2.80 2.52 2.58
   13.07   20  0.26  10 10 79  2.80 2.52 2.58
    4.00    0  0.00  11 10 79  2.90 2.54 2.59
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  10 10 79  2.90 2.54 2.59
  105.49 1866 192.22  15 11 73  3.07 2.58 2.60
    4.00    3  0.01  11 11 78  3.07 2.58 2.60
    0.00    0  0.00  10 10 79  3.07 2.58 2.60
    0.00    0  0.00  11 11 78  2.98 2.57 2.60
    0.00    0  0.00  10 10 80  2.98 2.57 2.60
  105.65 1866 192.51  15 11 74  2.98 2.58 2.60
    8.00    3  0.03  11 11 78  2.98 2.58 2.60
    4.00   17  0.07  11 10 79  2.98 2.58 2.60
    0.00    0  0.00  10 10 80  3.14 2.62 2.61
    0.00    0  0.00  11 10 79  3.14 2.62 2.61
  107.28 1837 192.41  14 11 75  3.05 2.61 2.61
  250.52  318 77.78  12 11 77  3.05 2.61 2.61
   16.00   15  0.24  11 10 79  3.05 2.61 2.61
    0.00    0  0.00  10 10 79  3.13 2.63 2.61
   16.00    0  0.01  11 11 78  3.13 2.63 2.61
  115.15 1707 191.91  14 11 75  3.12 2.64 2.62
    4.00  167  0.65  12 11 78  3.12 2.64 2.62
    0.00    0  0.00  11 10 79  3.12 2.64 2.62
    0.00    0  0.00  10 10 80  3.03 2.63 2.61
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  10 10 80  3.03 2.63 2.61
  112.83 1712 188.67  14 11 75  3.34 2.70 2.64
   22.57  157  3.46  12 11 77  3.34 2.70 2.64
    0.00    0  0.00  10 10 79  3.34 2.70 2.64
    0.00    0  0.00  10 10 79  3.32 2.71 2.64
    0.00    0  0.00  11 10 78  3.32 2.71 2.64
   83.33 1392 113.29  14 11 75  3.37 2.73 2.65
  225.03  713 156.63  12 11 76  3.37 2.73 2.65
   16.00   15  0.24  10 10 80  3.37 2.73 2.65
    4.67    3  0.01  11 10 79  3.50 2.76 2.66
    4.75    8  0.04  10 10 80  3.50 2.76 2.66
  125.71 1209 148.39  12 11 77  3.30 2.74 2.65
   68.38  660 44.09  14 11 75  3.30 2.74 2.65
    0.00    0  0.00  10 10 79  3.30 2.74 2.65
    0.00    0  0.00  10 10 80  3.12 2.71 2.64
    0.00    0  0.00  11 10 79  3.12 2.71 2.64
  126.53  767 94.75  12 10 78  3.19 2.73 2.65
   90.58 1106 97.82  14 12 74  3.19 2.73 2.65
    0.00    0  0.00  10 10 80  3.19 2.73 2.65
    0.00    0  0.00  10 10 79  3.33 2.76 2.66
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  3.33 2.76 2.66
  148.21  643 93.14  12 10 78  3.31 2.77 2.67
  122.43 1479 176.79  14 12 74  3.31 2.77 2.67
   16.00   15  0.24  11 10 79  3.31 2.77 2.67
    0.00    0  0.00  10 10 80  3.12 2.74 2.66
   16.00    0  0.01  11 11 79  3.12 2.74 2.66
   12.05  225  2.65  11 10 79  3.27 2.78 2.67
  117.89 1650 189.92  15 12 73  3.27 2.78 2.67
    0.00    0  0.00  10 10 79  3.27 2.78 2.67
    0.00    0  0.00  10 10 80  3.17 2.76 2.67
    0.00    0  0.00  10 10 80  3.17 2.76 2.67
    0.00    0  0.00  10 10 79  2.99 2.73 2.66
  104.78 1882 192.58  16 12 72  2.99 2.73 2.66
    0.00    0  0.00  10 10 79  2.99 2.73 2.66
    4.00    0  0.00  10 10 79  2.75 2.69 2.64
    0.00    0  0.00  10 10 79  2.75 2.69 2.64
    0.00    0  0.00  10 10 79  2.77 2.69 2.64
  130.61 2117 269.96  16 12 72  2.77 2.69 2.64
   16.00   15  0.24  10 10 80  2.77 2.69 2.64
    0.00    0  0.00  10 10 80  2.79 2.70 2.64
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  11 10 79  2.79 2.70 2.64
    0.00    0  0.00  10 10 80  2.65 2.67 2.63
  105.38 1871 192.52  15 12 73  2.65 2.67 2.63
    0.00    0  0.00  10 10 80  2.65 2.67 2.63
    0.00    0  0.00  10 10 80  2.52 2.64 2.62
    0.00    0  0.00  10 10 79  2.52 2.64 2.62
    4.00   21  0.08  10 10 80  2.47 2.63 2.62
  104.84 1881 192.60  15 12 73  2.47 2.63 2.62
    0.00    0  0.00  11 10 79  2.47 2.63 2.62
    0.00    0  0.00  10 10 80  2.44 2.62 2.62
    6.80   15  0.10  11 10 78  2.44 2.62 2.62
    0.00    0  0.00  10 10 80  2.40 2.61 2.61
  127.34 2174 270.29  15 12 73  2.40 2.61 2.61
   16.00   15  0.24  11 10 79  2.40 2.61 2.61
    0.00    0  0.00  10 10 80  2.53 2.63 2.62
   16.00    0  0.01  11 11 79  2.53 2.63 2.62
    0.00    0  0.00  11 10 79  2.49 2.62 2.62
  105.27 1873 192.52  15 12 73  2.49 2.62 2.62
    0.00    0  0.00  11 10 79  2.49 2.62 2.62
    0.00    0  0.00  10 10 80  2.37 2.59 2.61
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  10 10 80  2.37 2.59 2.61
    0.00    0  0.00  10 10 79  2.50 2.62 2.61
  105.41 1871 192.57  16 12 72  2.50 2.62 2.61
    0.00    0  0.00  10 10 80  2.50 2.62 2.61
    0.00    0  0.00  10 10 79  2.62 2.64 2.62
    0.00    0  0.00  10 10 80  2.62 2.64 2.62
    0.00    0  0.00  10 10 80  2.57 2.63 2.62
  131.11 2108 269.90  16 12 72  2.57 2.63 2.62
   16.00   15  0.24  10 10 80  2.57 2.63 2.62
    0.00    0  0.00  11 10 78  2.76 2.67 2.63
   16.00    0  0.01  10 10 79  2.76 2.67 2.63
    6.29    3  0.02  10 10 79  2.78 2.67 2.63
  105.40 1871 192.55  15 12 73  2.78 2.67 2.63
    4.00    3  0.01  10 10 79  2.78 2.67 2.63
    0.00    0  0.00  11 10 79  2.64 2.65 2.62
    0.00    0  0.00  10 10 79  2.64 2.65 2.62
    4.00    4  0.02  10 10 80  2.67 2.65 2.63
  105.38 1871 192.56  15 12 73  2.67 2.65 2.63
    4.00    3  0.01  11 11 79  2.67 2.65 2.63
    0.00    0  0.00  10 10 80  2.77 2.67 2.63
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  11 10 79  2.77 2.67 2.63
    0.00    0  0.00  10 10 80  2.71 2.66 2.63
  131.00 2110 269.87  15 11 74  2.71 2.66 2.63
   14.05   18  0.25  11 11 78  2.71 2.66 2.63
    0.00    0  0.00  10 10 80  2.65 2.65 2.63
   10.00    1  0.01  11 11 79  2.65 2.65 2.63
    0.00    0  0.00  11 11 78  2.60 2.64 2.62
  103.92 1563 158.61  14 12 75  2.60 2.64 2.62
  112.89  304 33.57  12 12 76  2.60 2.64 2.62
    0.00    0  0.00  11 11 78  2.47 2.61 2.61
    0.00    0  0.00  11 11 79  2.47 2.61 2.61
    0.00    0  0.00  12 12 76  2.60 2.64 2.62
  115.04 1708 191.86  14 12 74  2.60 2.64 2.62
    4.00  169  0.66  12 11 76  2.60 2.64 2.62
    0.00    0  0.00  11 11 78  2.47 2.61 2.61
    0.00    0  0.00  11 11 78  2.47 2.61 2.61
    0.00    0  0.00  10 10 79  2.51 2.61 2.61
  170.16 1595 265.12  13 12 75  2.51 2.61 2.61
    9.97  518  5.05  13 12 75  2.51 2.61 2.61
    0.00    0  0.00  11 10 79  2.71 2.65 2.63
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  11 11 78  2.71 2.65 2.63
    0.00    0  0.00  10 10 79  2.73 2.66 2.63
  121.92 1182 140.75  12 11 77  2.73 2.66 2.63
   76.93  689 51.78  13 11 76  2.73 2.66 2.63
    4.00    4  0.02  11 10 79  2.67 2.65 2.62
    4.00   23  0.09  11 11 78  2.67 2.65 2.62
    0.00    0  0.00  11 10 79  2.78 2.67 2.63
  125.49  773 94.77  12 11 77  2.78 2.67 2.63
   90.42 1108 97.82  14 12 74  2.78 2.67 2.63
    0.00    0  0.00  11 11 78  2.80 2.68 2.63
    0.00    0  0.00  11 11 79  2.80 2.68 2.63
    0.00    0  0.00  11 10 79  2.73 2.66 2.63
  152.47  777 115.71  12 11 77  2.73 2.66 2.63
  115.36 1372 154.59  15 12 73  2.73 2.66 2.63
    0.00    0  0.00  10 10 79  2.59 2.64 2.62
   16.00    0  0.01  11 11 79  2.59 2.64 2.62
    0.00    0  0.00  11 10 79  2.55 2.63 2.62
   10.33  374  3.78  11 10 79  2.55 2.63 2.62
  129.11 1497 188.75  15 11 74  2.55 2.63 2.62
    0.00    0  0.00  11 10 79  2.42 2.60 2.61
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  10 10 79  2.42 2.60 2.61
    0.00    0  0.00  11 10 79  2.39 2.59 2.60
  142.50    4  0.56  11 11 78  2.39 2.59 2.60
  105.08 1871 191.97  15 12 73  2.39 2.59 2.60
    0.00    0  0.00  11 10 79  2.28 2.56 2.59
    0.00    0  0.00  11 10 79  2.28 2.56 2.59
    0.00    0  0.00  10 10 79  2.17 2.54 2.58
  355.00  223 77.29  11 11 79  2.17 2.54 2.58
  104.53 1889 192.79  16 12 72  2.17 2.54 2.58
    0.00    0  0.00  11 10 79  2.08 2.51 2.57
   16.00    0  0.01  11 11 79  2.08 2.51 2.57
    6.29    3  0.02  10 10 80  1.99 2.48 2.56
    0.00    0  0.00  11 10 79  1.99 2.48 2.56
  103.08 1915 192.72  16 12 71  1.99 2.48 2.56
    4.00    3  0.01  10 10 80  2.07 2.49 2.57
    0.00    0  0.00  11 10 79  2.07 2.49 2.57
    0.00    0  0.00  11 10 79  2.31 2.53 2.58
   16.00    0  0.01  10 10 79  2.31 2.53 2.58
  104.65 1884 192.58  15 11 73  2.31 2.53 2.58
    0.00    0  0.00  10 10 80  2.20 2.51 2.57
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    4.00    1  0.01  11 10 79  2.20 2.51 2.57
    0.00    0  0.00  10 10 79  2.19 2.50 2.57
  303.48  261 77.47  10 10 79  2.19 2.50 2.57
  102.58 1926 192.94  15 12 73  2.19 2.50 2.57
    0.00    0  0.00  11 10 79  2.25 2.51 2.57
    8.00    1  0.01  11 11 79  2.25 2.51 2.57
    0.00    0  0.00  11 10 79  2.55 2.56 2.59
    0.00    0  0.00  10 10 79  2.55 2.56 2.59
  104.65 1884 192.59  15 12 73  2.55 2.56 2.59
    0.00    0  0.00  11 10 79  2.75 2.60 2.60
    4.00    1  0.01  11 10 79  2.75 2.60 2.60
    0.00    0  0.00  10 10 80  2.85 2.63 2.61
    5.53  122  0.66  11 11 79  2.85 2.63 2.61
  103.15 1913 192.68  15 12 73  2.85 2.63 2.61
    0.00    0  0.00  10 10 80  2.86 2.63 2.61
    4.00    0  0.00  11 11 78  2.86 2.63 2.61
    0.00    0  0.00  11 10 80  2.95 2.66 2.62
  309.24  246 74.28  11 11 79  2.95 2.66 2.62
  105.27 1873 192.57  15 12 73  2.95 2.66 2.62
    0.00    0  0.00  10 10 79  2.87 2.65 2.62
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  11 11 78  2.87 2.65 2.62
    0.00    0  0.00  11 10 79  2.80 2.63 2.61
    0.00    0  0.00  11 10 79  2.80 2.63 2.61
  104.17 1893 192.60  15 11 73  2.80 2.63 2.61
    4.00    3  0.01  11 11 78  2.98 2.67 2.63
    0.00    0  0.00  10 10 80  2.98 2.67 2.63
    0.00    0  0.00  11 10 79  3.06 2.70 2.64
   16.00    0  0.01  11 10 79  3.06 2.70 2.64
  105.08 1876 192.53  15 11 74  3.06 2.70 2.64
    4.00    3  0.01  11 11 78  3.14 2.72 2.64
    0.00    0  0.00  11 10 79  3.14 2.72 2.64
  893.67   27 23.99  11 10 79  3.20 2.74 2.65
  216.32  254 53.74  10 10 79  3.20 2.74 2.65
  112.07 1728 189.13  15 11 74  3.20 2.74 2.65
   22.35  158  3.46  12 11 77  3.43 2.79 2.67
   18.67    3  0.05  11 10 79  3.43 2.79 2.67
    4.67   12  0.05  11 10 78  3.47 2.81 2.68
    4.00    2  0.01  11 10 79  3.47 2.81 2.68
  124.88 1569 191.32  14 11 75  3.47 2.81 2.68
    4.00  317  1.24  12 11 76  3.36 2.80 2.67
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  10 10 79  3.36 2.80 2.67
    0.00    0  0.00  10 10 79  3.49 2.83 2.69
   16.00    0  0.01  12 12 76  3.49 2.83 2.69
   89.89 1466 128.65  18 13 69  3.49 2.83 2.69
  151.16  434 64.05  17 13 70  3.53 2.85 2.69
    8.46   17  0.14  15 14 71  3.53 2.85 2.69
 1003.76   24 23.98  15 13 72  3.65 2.89 2.71
  225.42  245 54.03  13 12 74  3.65 2.89 2.71
  113.72  856 95.09  17 14 70  3.65 2.89 2.71
   97.97 1019 97.48  16 13 71  3.43 2.86 2.70
   14.29    3  0.05  15 14 71  3.43 2.86 2.70
    5.00    4  0.02  13 13 74  3.32 2.84 2.69
    0.00    0  0.00  14 13 73  3.32 2.84 2.69
  101.98  650 64.72  15 13 72  3.32 2.84 2.69
  106.30 1232 127.87  17 13 69  3.53 2.89 2.71
    4.00    4  0.02  14 13 72  3.53 2.89 2.71
   24.00    1  0.02  15 13 72  3.25 2.85 2.70
   16.00    0  0.01  14 12 74  3.25 2.85 2.70
  274.05   37  9.90  14 12 74  3.25 2.85 2.70
  101.28 1845 182.45  18 14 69  3.55 2.91 2.72
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  14 13 73  3.55 2.91 2.72
  847.45   29 23.99  14 13 73  3.35 2.88 2.71
  208.12  266 54.15  13 12 74  3.35 2.88 2.71
    0.00    0  0.00  13 12 75  3.35 2.88 2.71
  104.56 1884 192.37  19 15 66  3.48 2.92 2.72
    4.77   15  0.07  14 13 73  3.48 2.92 2.72
    0.00    0  0.00  15 14 72  3.44 2.92 2.73
    6.57    7  0.04  14 13 74  3.44 2.92 2.73
   16.00    5  0.09  14 13 73  3.44 2.92 2.73
  104.98 1879 192.59  18 14 68  3.48 2.94 2.73
   16.00    3  0.05  14 13 73  3.48 2.94 2.73
    0.00    0  0.00  15 14 71  3.52 2.95 2.74
   16.00    1  0.02  15 14 72  3.52 2.95 2.74
    0.00    0  0.00  14 13 73  3.52 2.95 2.74
  105.15 1875 192.55  18 13 69  3.32 2.92 2.73
    0.00    0  0.00  14 12 74  3.32 2.92 2.73
  983.04   25 23.94  13 12 75  3.38 2.94 2.74
  235.80  234 53.97  13 12 75  3.38 2.94 2.74
    0.00    0  0.00  14 12 74  3.38 2.94 2.74
  105.38 1871 192.55  18 14 69  3.35 2.94 2.74
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  13 12 75  3.35 2.94 2.74
    4.27   30  0.12  13 12 75  3.32 2.94 2.74
    0.00    0  0.00  13 12 75  3.32 2.94 2.74
    0.00    0  0.00  13 12 74  3.32 2.94 2.74
  104.43 1885 192.20  18 13 69  3.13 2.91 2.73
    4.00    3  0.01  13 12 75  3.13 2.91 2.73
    0.00    0  0.00  13 12 74  3.36 2.96 2.75
   16.00    0  0.01  13 12 74  3.36 2.96 2.75
    0.00    0  0.00  13 12 74  3.36 2.96 2.75
  110.97 1754 190.08  18 13 69  3.25 2.94 2.74
   16.70  134  2.19  14 13 73  3.25 2.94 2.74
  910.22   27 23.99  13 12 74  3.31 2.96 2.75
  170.03  326 54.19  13 13 74  3.31 2.96 2.75
    0.00    0  0.00  13 12 74  3.31 2.96 2.75
  112.39 1722 188.98  17 13 70  3.21 2.94 2.75
   23.16  147  3.32  15 13 72  3.21 2.94 2.75
    0.00    0  0.00  13 12 74  3.27 2.96 2.75
    0.00    0  0.00  13 12 74  3.27 2.96 2.75
    0.00    0  0.00  13 12 75  3.27 2.96 2.75
  119.45 1169 136.37  15 13 72  3.09 2.93 2.74
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   81.50  703 55.99  16 13 70  3.09 2.93 2.74
    0.00    0  0.00  13 12 74  2.92 2.90 2.73
   16.00    0  0.01  13 12 74  2.92 2.90 2.73
    5.33    1  0.01  13 12 74  2.92 2.90 2.73
  126.12  768 94.63  15 13 73  3.17 2.95 2.75
   90.58 1106 97.82  17 13 70  3.17 2.95 2.75
 1024.00   24 23.99  13 12 75  3.07 2.93 2.75
  242.50  227 53.74  13 12 74  3.07 2.93 2.75
    5.98   43  0.25  13 12 74  3.07 2.93 2.75
   89.96  477 41.92  14 12 74  2.99 2.92 2.74
  110.75 1392 150.57  17 13 69  2.99 2.92 2.74
    0.00    0  0.00  13 12 75  3.07 2.93 2.75
    0.00    0  0.00  13 12 75  3.07 2.93 2.75
    0.00    0  0.00  13 12 75  3.07 2.93 2.75
    0.00    0  0.00  13 12 74  3.14 2.95 2.76
  105.07 1872 192.10  18 13 69  3.14 2.95 2.76
    0.00    0  0.00  13 12 74  3.53 3.03 2.79
   16.00    0  0.01  13 12 75  3.53 3.03 2.79
    0.00    0  0.00  13 12 75  3.53 3.03 2.79
    0.00    0  0.00  13 12 74  3.57 3.05 2.79
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  105.02 1877 192.53  18 13 69  3.57 3.05 2.79
  770.50   32 24.02  14 12 74  3.84 3.12 2.82
  231.92  237 53.76  13 13 74  3.84 3.12 2.82
    0.00    0  0.00  13 12 75  3.84 3.12 2.82
    0.00    0  0.00  13 12 75  3.93 3.15 2.83
  104.81 1880 192.38  18 14 68  3.93 3.15 2.83
    6.29    3  0.02  13 12 74  4.02 3.18 2.84
    0.00    0  0.00  14 12 74  4.02 3.18 2.84
    0.00    0  0.00  13 12 75  4.02 3.18 2.84
    0.00    0  0.00  13 12 75  3.86 3.16 2.84
  104.57 1882 192.13  18 14 68  3.86 3.16 2.84
    0.00    0  0.00  13 12 75  3.71 3.14 2.83
   16.00    0  0.01  13 12 74  3.71 3.14 2.83
    0.00    0  0.00  13 12 75  3.71 3.14 2.83
    0.00    0  0.00  13 12 75  3.57 3.12 2.83
  104.83 1877 192.13  18 14 69  3.57 3.12 2.83
  910.67   27 24.00  13 12 74  3.45 3.10 2.82
  239.23  230 53.71  13 12 74  3.45 3.10 2.82
    0.00    0  0.00  13 12 74  3.45 3.10 2.82
    0.00    0  0.00  14 12 74  3.25 3.06 2.81
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  103.62 1904 192.68  18 13 69  3.25 3.06 2.81
    4.00    5  0.02  14 13 72  3.15 3.05 2.81
    0.00    0  0.00  14 12 73  3.15 3.05 2.81
    0.00    0  0.00  14 12 74  3.15 3.05 2.81
    0.00    0  0.00  14 12 74  2.98 3.01 2.80
   90.26 2195 193.49  19 14 67  2.98 3.01 2.80
    4.00  126  0.49  18 17 65  3.06 3.03 2.80
    5.50    4  0.02  18 16 66  3.06 3.03 2.80
    4.00    3  0.01  18 16 67  3.06 3.03 2.80
    9.56    9  0.08  16 15 69  2.89 3.00 2.79
  124.88 1566 191.00  16 13 71  2.89 3.00 2.79
   74.59  346 25.20  15 13 72  2.74 2.96 2.78
  190.87  289 53.95  13 13 74  2.74 2.96 2.78
    0.00    0  0.00  13 12 75  2.74 2.96 2.78
    0.00    0  0.00  13 12 75  2.60 2.93 2.77
  128.04 1334 166.76  15 13 71  2.60 2.93 2.77
   48.67  546 25.94  16 13 71  2.63 2.93 2.77
    0.00    0  0.00  13 12 75  2.63 2.93 2.77
    0.00    0  0.00  13 12 75  2.63 2.93 2.77
    0.00    0  0.00  13 12 74  2.66 2.93 2.77
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  137.24  701 93.91  15 12 73  2.66 2.93 2.77
   85.91 1176 98.64  16 13 70  2.69 2.93 2.77
   16.00    0  0.01  13 12 74  2.69 2.93 2.77
    4.00    1  0.00  14 12 74  2.69 2.93 2.77
    0.00    0  0.00  14 12 74  2.63 2.92 2.77
   10.13  308  3.05  14 13 73  2.63 2.92 2.77
  127.96 1716 214.39  18 14 68  2.82 2.95 2.78
  295.60  185 53.44  14 14 72  2.82 2.95 2.78
    4.00    5  0.02  14 13 73  2.82 2.95 2.78
    0.00    0  0.00  14 14 72  2.68 2.92 2.77
   16.00    0  0.01  14 13 73  2.68 2.92 2.77
  101.05 1955 192.92  18 14 68  2.62 2.90 2.77
    0.00    0  0.00  13 13 74  2.62 2.90 2.77
    4.00    0  0.00  14 13 74  2.62 2.90 2.77
    0.00    0  0.00  14 12 74  2.49 2.87 2.76
    0.00    0  0.00  13 12 74  2.49 2.87 2.76
  104.89 1880 192.53  18 14 68  2.45 2.86 2.75
   16.00    0  0.01  14 14 72  2.45 2.86 2.75
    0.00    0  0.00  14 12 74  2.45 2.86 2.75
    0.00    0  0.00  13 12 74  2.42 2.84 2.75
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  14 13 74  2.42 2.84 2.75
  116.58 1902 216.54  18 14 68  2.70 2.89 2.77
  238.94  230 53.77  15 13 72  2.70 2.89 2.77
    0.00    0  0.00  15 12 73  2.70 2.89 2.77
    0.00    0  0.00  15 12 73  2.65 2.88 2.76
   16.00    0  0.01  15 13 72  2.65 2.88 2.76
  105.29 1872 192.54  20 14 66  2.59 2.86 2.76
    0.00    0  0.00  15 12 73  2.59 2.86 2.76
    0.00    0  0.00  15 12 73  2.59 2.86 2.76
    0.00    0  0.00  14 12 74  2.63 2.87 2.76
    0.00    0  0.00  14 12 74  2.63 2.87 2.76
  105.32 1872 192.52  18 14 68  2.58 2.85 2.75
    5.71    3  0.02  14 13 74  2.58 2.85 2.75
    0.00    0  0.00  13 12 74  2.58 2.85 2.75
    0.00    0  0.00  13 12 75  2.53 2.84 2.75
    0.00    0  0.00  14 12 74  2.53 2.84 2.75
  116.97 1896 216.53  17 13 69  2.73 2.87 2.76
  219.48  251 53.77  14 13 73  2.73 2.87 2.76
    4.00   36  0.14  13 12 75  2.73 2.87 2.76
    0.00    0  0.00  14 12 74  2.75 2.87 2.76
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    0  0.01  14 12 74  2.75 2.87 2.76
  108.45 1810 191.72  17 13 69  2.77 2.88 2.76
   11.75   73  0.84  14 13 73  2.77 2.88 2.76
    0.00    0  0.00  13 12 75  2.77 2.88 2.76
    0.00    0  0.00  14 12 74  2.87 2.90 2.77
    0.00    0  0.00  13 12 75  2.87 2.90 2.77
   91.14 1093 97.25  17 13 70  2.88 2.90 2.77
  123.44  789 95.15  15 13 71  2.88 2.90 2.77
    0.00    0  0.00  14 12 74  2.88 2.90 2.77
    0.00    0  0.00  13 12 75  3.05 2.93 2.78
    0.00    0  0.00  13 12 74  3.05 2.93 2.78
  130.61 1141 145.55  15 12 73  3.04 2.93 2.78
  122.04 1049 125.04  16 13 72  3.04 2.93 2.78
    0.00    0  0.00  13 12 75  3.04 2.93 2.78
    5.27  102  0.53  15 13 72  4.24 3.18 2.87
